Index,Company,TypeName,Inches,screen_resolution,has_ips_panel,is_touchscreen,resolution_width,resolution_height,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,gpu_name,OpSys,Weight,Price
350,Asus,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,2,50350
351,Lenovo,Notebook,17.3,Full HD,0,0,900,1600,Intel,Core i5,2.5,6,Hybrid,128,1024,Nvidia, GeForce GTX 940MX,windows,2.8,38308
352,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,HDD,1024,0,Intel, HD Graphics 620,windows,1.9,34046
353,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,8,SSD,256,0,Nvidia, GeForce 920MX ,N/A,2.2,26587
354,HP,Notebook,15.6,Full HD,0,0,768,1366,Intel,Pentium Quad,1.6,8,HDD,2048,0,Intel, HD Graphics 405,windows,2,20726
355,Dell,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,Hybrid,128,1024,AMD, Radeon 530,windows,2.8,57809
356,Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,Hybrid,128,1024,Nvidia, GeForce GTX 1050,N/A,2.4,43104
357,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,AMD, Radeon R7 M445,windows,2.3,47899
358,HP,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,1.4,93240
359,Asus,2 in 1 Convertible,15.6,Full HD,0,1,1080,1920,Intel,Core i7,2.7,12,Hybrid,512,2048,Nvidia, GeForce GT 940MX,windows,2.3,58555
360,Acer,Notebook,15.6,Full HD,0,0,768,1366,AMD,A9-Series 9420,3,4,SSD,128,0,AMD, Radeon R5,windows,2.1,22697
361,Asus,Gaming,17.3,Full HD,1,0,1080,1920,AMD,Ryzen 1700,3,16,Hybrid,256,1024,AMD, Radeon RX 580,windows,3.3,117163
362,Lenovo,Notebook,17.3,Full HD,0,0,900,1600,AMD,A8-Series 7410,2.2,4,SSD,128,0,AMD, Radeon R5,windows,2.6,26054
363,Dell,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i7,1.8,8,SSD,256,0,Intel, UHD Graphics 620,windows,1.6,46301
364,HP,Notebook,15.6,Full HD,0,0,1080,1920,AMD,A9-Series 9420,3,4,SSD,256,0,AMD, Radeon R5,windows,1.9,26053
365,Lenovo,Netbook,11.6,Full HD,1,0,768,1366,Intel,Celeron Quad,1.1,4,SSD,128,0,Intel, HD Graphics 500,windows,1.6,29464
366,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.6,4,HDD,500,0,Intel, HD Graphics 400,windows,1.8,16464
367,Asus,Notebook,14,Full HD,0,0,768,1366,Intel,Celeron Dual,1.1,4,Flash Storage,32,0,Intel, HD Graphics 500,windows,1.5,15238
368,Acer,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,HDD,1024,0,Nvidia, GeForce GTX 1050,linux,2.4,45075
369,HP,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia, GeForce GTX 1050,windows,3.4,63456
370,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,SSD,128,0,Intel, HD Graphics 520,N/A,1.9,21498
371,Asus,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia, GeForce GTX 1060,windows,2.3,88178
372,Lenovo,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Nvidia, GeForce 940MX,windows,1.5,58555
373,Asus,Ultrabook,13.3,Full HD,0,1,1080,1920,Intel,Core i7,2.7,16,SSD,512,0,Intel, HD Graphics 620,windows,1.1,93181
374,Lenovo,Ultrabook,14,Full HD,1,0,1440,2560,Intel,Core i7,2.7,8,SSD,512,0,Intel, HD Graphics 620,windows,1.1,121585
375,Lenovo,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Core i3,2.4,4,SSD,128,0,Intel, HD Graphics 620,windows,1.5,29251
376,Dell,Workstation,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.6,8,HDD,500,0,AMD, FirePro W5130M,windows,2.2,72940
377,Dell,Workstation,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Nvidia, Quadro M1200,windows,2,113753
378,Lenovo,2 in 1 Convertible,14,Full HD,0,1,1440,2560,Intel,Core i7,2.7,16,SSD,512,0,Intel, HD Graphics 620,windows,1.4,133680
379,Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,HDD,1024,0,Nvidia, GeForce GTX 1050,windows,3,55358
380,Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1050 Ti,windows,3,84768
381,Acer,Notebook,15.6,Full HD,1,0,768,1366,Intel,Core i5,1.6,12,HDD,1024,0,Nvidia, GeForce MX130,windows,2.2,36976
382,MSI,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,SSD,256,0,Nvidia, GeForce GTX 1050 Ti,windows,2.7,71875
383,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,AMD, Radeon R7 M445,linux,2.3,41498
384,HP,Ultrabook,15.6,Full HD,0,0,1080,1920,AMD,A9-Series 9420,3,4,SSD,256,0,AMD, Radeon 520,windows,1.9,26587
385,Lenovo,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,1.8,8,SSD,256,0,AMD, Radeon RX 550,windows,2.1,65511
386,Lenovo,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.9,49977
387,Dell,Workstation,15.6,4k Ultra HD,0,1,2160,3840,Intel,Core i7,2.8,8,SSD,256,0,Nvidia, Quadro M1200,windows,1.8,144495
388,Lenovo,Ultrabook,14,Full HD,1,0,1440,2560,Intel,Core i7,2.7,16,SSD,1024,0,Intel, HD Graphics 620,windows,1.1,139860
389,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.1,4,HDD,1024,0,Intel, HD Graphics 500,windows,2.2,16304
390,Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1050,windows,2.9,81465
391,Lenovo,Notebook,25.6,Full HD,1,0,1080,1920,Intel,Core i5,1.6,8,Hybrid,256,1024,AMD, Radeon RX 550,windows,2.1,60979
392,Acer,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,SSD,256,0,Nvidia, GeForce GTX 1050,linux,2.5,46833
393,MSI,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1070,windows,2.8,119827
394,Asus,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,SSD,512,0,Intel, HD Graphics 620,windows,1.1,99793
395,Toshiba,Ultrabook,13.3,Full HD,0,0,1080,1920,Intel,Core i7,2.5,16,SSD,512,0,Intel, HD Graphics 520,windows,1.2,93080
396,Dell,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,SSD,512,0,Intel, HD Graphics,windows,1.4,89510
397,Lenovo,Notebook,35.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,HDD,500,0,Intel, HD Graphics 520,windows,2.2,21792
398,Lenovo,Notebook,11.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.1,2,Flash Storage,32,0,Intel, HD Graphics 500,windows,1.2,16221
399,Lenovo,Workstation,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,SSD,512,0,Nvidia, Quadro M1200,windows,2.7,102564
400,Lenovo,Ultrabook,14,Full HD,1,0,1440,2560,Intel,Core i7,2.8,8,SSD,512,0,Nvidia, GeForce GT 940MX,windows,1.7,103523
401,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,HDD,1024,0,AMD, Radeon 520,windows,2.1,24988
402,Acer,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i7,2.5,8,SSD,256,0,Intel, HD Graphics 520,windows,1.6,42038
403,Asus,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.3,49444
404,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,SSD,256,0,AMD, Radeon R5 M430,linux,2.3,31909
405,Dell,Notebook,13.3,Full HD,0,0,768,1366,Intel,Core i3,2,4,SSD,128,0,Intel, HD Graphics 520,windows,1.7,36710
406,HP,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.5,8,SSD,256,0,Intel, HD Graphics 520,windows,1.4,79920
407,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.5,8,HDD,1024,0,Intel, HD Graphics 620,windows,2.1,28769
408,Lenovo,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i7,1.8,8,SSD,256,0,AMD, Radeon RX 550,windows,1.8,64755
409,Lenovo,2 in 1 Convertible,15.6,4k Ultra HD,1,1,2160,3840,Intel,Core i7,2.8,16,SSD,512,0,Nvidia, GeForce GTX 1050,windows,2,101179
410,Chuwi,Notebook,12.3,Full HD,1,0,1824,2736,Intel,Celeron Quad,1.1,6,Flash Storage,64,0,Intel, HD Graphics 500,windows,1.4,23923
411,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.9,8,SSD,256,0,Intel, HD Graphics 630,windows,2.3,76031
412,Asus,Notebook,35.6,Full HD,0,0,1080,1920,Intel,Core i3,2.4,8,HDD,1024,0,Nvidia, GeForce 940MX,linux,2.3,31808
413,Dell,Gaming,27.3,Full HD,1,0,1440,2560,Intel,Core i7,2.9,16,Hybrid,256,1024,Nvidia, GeForce GTX 1070,windows,4.4,149131
414,Dell,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia, GeForce GTX 1050 Ti,windows,2.6,61752
415,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,Hybrid,256,2048,AMD, Radeon 530,windows,2,60867
416,Dell,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,SSD,256,0,Intel, HD Graphics 620,linux,1.6,58555
417,HP,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,12,Hybrid,256,1024,Nvidia, GeForce GTX 1070,windows,3.4,106507
418,Mediacom,2 in 1 Convertible,11.6,Full HD,1,1,1080,1920,Intel,Celeron Dual,1.1,4,SSD,32,0,Intel, HD Graphics 500,windows,1.2,15931
419,Samsung,Netbook,11.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.6,4,Flash Storage,16,0,Intel, HD Graphics 400,other,1.2,14332
420,Lenovo,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,1.4,53813
421,Lenovo,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i3,2.7,4,SSD,128,0,Intel, HD Graphics 620,windows,1.7,31915
422,Lenovo,Workstation,15.6,4k Ultra HD,1,0,2160,3840,Intel,Core i7,2.8,16,SSD,512,0,Nvidia, GeForce 940MX,windows,2.3,130270
423,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.9,16,SSD,512,0,Nvidia, Quadro M2200M,windows,2.5,130483
424,Asus,Gaming,17.3,Full HD,0,0,1080,1920,AMD,Ryzen 1600,3.2,8,Hybrid,256,1024,AMD, Radeon RX 580,windows,3.2,90310
425,HP,Notebook,15.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.6,4,HDD,500,0,Intel, HD Graphics 400,windows,2.1,18488
426,Google,Ultrabook,12.3,Full HD,0,1,1600,2400,Intel,Core i7,1.3,16,SSD,512,0,Intel, HD Graphics 615,other,1.1,117163
427,Lenovo,Ultrabook,24,Full HD,0,0,1440,2560,Intel,Core i7,2.7,24,SSD,512,0,Intel, HD Graphics 620,windows,1.3,126913
428,Asus,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,SSD,256,0,Intel, HD Graphics 620,linux,2,29784
429,Lenovo,Notebook,17.3,Full HD,0,0,900,1600,AMD,A6-Series 9220,2.5,8,HDD,1024,0,AMD, Radeon R4,windows,2.8,27652
430,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,4,SSD,256,0,AMD, Radeon 530,windows,2.2,39907
431,Lenovo,Ultrabook,12.5,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.4,76137
432,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Pentium Quad,1.1,4,SSD,128,0,Intel, HD Graphics 505,windows,2.2,18595
433,HP,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia, GeForce GTX 1050,windows,2.2,58555
434,Dell,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.8,8,SSD,256,0,Nvidia, GeForce 930MX,windows,1.6,62817
435,Acer,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.5,4,HDD,500,0,Intel, HD Graphics 620,linux,2.4,23539
436,Dell,Workstation,15.6,Full HD,0,0,1080,1920,Intel,Xeon E3-1505M,3,8,Hybrid,64,1024,Nvidia, Quadro M620,windows,2.2,106187
437,MSI,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Nvidia, GeForce GTX 1050,windows,2.2,54758
438,Microsoft,Ultrabook,13.5,Full HD,0,1,1504,2256,Intel,Core i7,2.5,16,SSD,512,0,Intel, Iris Plus Graphics 640,windows,1.3,137942
439,HP,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.5,8,SSD,128,0,Intel, HD Graphics 620,windows,1.9,31382
440,Dell,Workstation,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.7,16,SSD,256,0,Nvidia, Quadro M620,windows,2.2,105228
441,HP,Workstation,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.9,8,SSD,512,0,Intel, HD Graphics 620,windows,2.3,81732
442,Lenovo,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.7,71662
443,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,Hybrid,128,1024,AMD, Radeon 530,windows,2.4,52161
444,Dell,2 in 1 Convertible,11.6,Full HD,0,1,768,1366,Intel,Pentium Quad,1.6,4,HDD,500,0,Intel, HD Graphics 405,windows,1.5,25521
445,Dell,Notebook,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,HDD,1024,0,Nvidia, GeForce GTX 1060,windows,4.4,109011
446,Microsoft,Ultrabook,13.5,Full HD,0,1,1504,2256,Intel,Core M,2.2,4,SSD,128,0,Intel, HD Graphics 615,windows,1.3,52694
447,Microsoft,Ultrabook,33.5,Full HD,0,1,1504,2256,Intel,Core i7,2.5,8,SSD,256,0,Intel, Iris Plus Graphics 640,windows,1.3,95851
448,HP,Notebook,17.3,Full HD,0,0,900,1600,Intel,Core i3,2,8,SSD,256,0,Intel, HD Graphics 520,windows,2.5,34094
449,Acer,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,HDD,1024,0,Nvidia, GeForce 940MX,windows,2.2,28984
450,Acer,Netbook,11.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.6,4,SSD,128,0,Intel, HD Graphics 400,windows,1.4,23177
451,Asus,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,HDD,1024,0,Intel, HD Graphics 620,windows,2.4,39907
452,Lenovo,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,SSD,512,0,AMD, Radeon R7 M460,N/A,1.5,42571
453,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.9,8,SSD,256,0,Nvidia, Quadro M2200M,windows,2.7,111355
454,Asus,Notebook,15.6,Full HD,0,0,768,1366,Intel,Pentium Quad,1.1,4,HDD,500,0,Intel, HD Graphics 500,windows,2,16197
455,Acer,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,4,HDD,500,0,Nvidia, GeForce GTX 940MX,windows,2.2,24988
456,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,HDD,2048,0,AMD, Radeon 530,windows,2,40440
457,HP,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,12,HDD,1024,0,Nvidia, GeForce GTX 1060,windows,3.8,90523
458,Lenovo,Ultrabook,14,Quad HD +,1,0,1440,2560,Intel,Core i7,2.6,12,SSD,256,0,Intel, HD Graphics 520,windows,1.4,98994
459,HP,2 in 1 Convertible,13.3,4k Ultra HD,1,1,2160,3840,Intel,Core i7,1.8,8,SSD,512,0,Intel, UHD Graphics 620,windows,1.3,106507
460,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,HDD,500,0,AMD, FirePro W4190M ,windows,1.9,61485
461,Google,Ultrabook,12.3,Full HD,0,1,1600,2400,Intel,Core i5,1.2,8,SSD,128,0,Intel, HD Graphics 615,other,1.1,67932
462,Dell,Ultrabook,13.3,Full HD,0,1,1080,1920,Intel,Core i5,1.6,8,SSD,256,0,Intel, UHD Graphics 620,windows,1.4,98134
463,Asus,Notebook,15.6,4k Ultra HD,1,0,2160,3840,Intel,Core i7,2.6,12,Hybrid,128,1024,Intel, HD Graphics 530,windows,2.1,69211
464,Dell,Notebook,14,Full HD,0,0,768,1366,Intel,Core i3,2.3,8,SSD,128,0,Intel, HD Graphics 520,windows,1.8,39427
465,Lenovo,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,180,0,Intel, HD Graphics 620,windows,1.7,72674
466,Toshiba,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.1,89084
467,Dell,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,1.8,8,SSD,512,0,Nvidia, GeForce 940MX,windows,2.2,67239
468,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2.4,4,HDD,1024,0,Intel, HD Graphics 620,windows,2.2,31254
469,HP,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Core i5,1.6,4,SSD,128,0,Intel, UHD Graphics 620,windows,1.5,38681
470,Chuwi,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Atom x5-Z8350,1.4,4,Flash Storage,64,0,Intel, HD Graphics,windows,1.9,13261
471,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,4,SSD,128,0,Intel, HD Graphics 520,windows,2.3,30103
472,Lenovo,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i5,1.6,8,SSD,256,0,Intel, UHD Graphics 620,windows,1.8,55891
473,Dell,Workstation,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.7,16,SSD,512,0,Nvidia, Quadro M620,windows,2.2,124569
474,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,SSD,512,0,Nvidia, GeForce GTX 1050,windows,2.1,101179
475,Lenovo,Ultrabook,12.5,Full HD,1,0,1080,1920,Intel,Core i7,2.7,16,SSD,512,0,Intel, HD Graphics 620,windows,1.4,95797
476,Asus,Ultrabook,12.5,Full HD,0,0,1080,1920,Intel,Core i7,2.7,16,SSD,512,0,Intel, HD Graphics 620,windows,0.9,103896
477,Lenovo,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Nvidia, GeForce 940MX,windows,2.3,53919
478,Toshiba,Ultrabook,13.3,Full HD,0,1,1080,1920,Intel,Core i7,2.7,32,SSD,512,0,Intel, HD Graphics 620,windows,1.1,149131
479,Asus,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia, GeForce GTX 1050,windows,2,71928
480,Acer,Notebook,15.6,Full HD,0,0,768,1366,AMD,A10-Series 9620P,2.5,8,HDD,1024,0,AMD, Radeon RX 540,windows,2.2,30849
481,Asus,Gaming,17.3,Full HD,1,1,1080,1920,Intel,Core i7,2.6,24,Hybrid,256,1024,Nvidia, GeForce GTX 965M,windows,4.3,67612
482,Lenovo,Ultrabook,12.5,Full HD,1,0,768,1366,Intel,Core i5,2.3,8,SSD,180,0,Intel, HD Graphics 520,windows,1.3,58555
483,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,SSD,256,0,Intel, UHD Graphics 620,windows,2.2,47893
484,HP,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,SSD,1024,0,Intel, HD Graphics 620,windows,1.5,93187
485,Lenovo,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Core i3,2.4,8,SSD,256,0,Intel, HD Graphics 620,windows,1.4,50563
486,Lenovo,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,2.3,48538
487,Asus,Netbook,11.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.1,4,Flash Storage,64,0,Intel, HD Graphics 500,windows,1.2,18115
488,HP,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.5,8,SSD,256,0,AMD, Radeon 520,windows,1.9,32980
489,Lenovo,2 in 1 Convertible,13.9,Full HD,1,1,1080,1920,Intel,Core i5,1.6,8,SSD,256,0,Intel, UHD Graphics 620,windows,1.4,85195
490,Lenovo,Notebook,14,Full HD,0,0,768,1366,Intel,Celeron Dual,1.1,4,HDD,500,0,Intel, HD Graphics 500,windows,2.1,15931
491,Lenovo,Netbook,11.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.6,4,SSD,16,0,Intel, HD Graphics 400,other,1.3,14119
492,Lenovo,Notebook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.4,50563
493,Asus,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,Hybrid,256,1024,Intel, HD Graphics 620,windows,2,65215
494,Acer,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,1.6,4,HDD,1024,0,Nvidia, GeForce MX150,windows,2.2,32661
495,HP,Ultrabook,13.3,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,SSD,512,0,Intel, HD Graphics 620,windows,1.3,70489
496,Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,256,1024,Nvidia, GeForce GTX 1060,N/A,2.4,61219
497,Dell,Ultrabook,13.3,Full HD,1,1,1080,1920,Intel,Core i5,2.5,8,SSD,128,0,Intel, HD Graphics 620,windows,1.3,47899
498,Acer,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,4,HDD,500,0,Nvidia, GeForce 940MX,windows,2.2,34046
499,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,HDD,1024,0,Intel, HD Graphics 620,windows,2.2,44542
500,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.8,16,Hybrid,256,2048,AMD, Radeon 530,windows,2.2,64961
501,Xiaomi,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,1.8,16,SSD,256,0,Nvidia, GeForce MX150,N/A,2,74589
502,Asus,Netbook,11.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.1,2,Flash Storage,32,0,Intel, HD Graphics 500,windows,1.1,13054
503,HP,Notebook,15.6,Full HD,0,1,768,1366,Intel,Core i5,1.6,4,HDD,1024,0,Intel, UHD Graphics 620,windows,2,27784
504,Asus,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,24,SSD,512,0,Nvidia, GeForce GTX1080,windows,2.2,158135
505,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Nvidia, GeForce 930MX,windows,2,47366
506,Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX1050 Ti,windows,3,80133
507,Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,256,1024,Nvidia, GeForce GTX 1060,windows,3.2,74539
508,HP,Ultrabook,13.3,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,1.3,74539
509,Dell,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.6,8,SSD,256,0,Intel, HD Graphics 620,windows,1.6,68184
510,HP,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,4,SSD,128,0,Intel, HD Graphics 520,windows,1.6,36710
511,Dell,Notebook,17.3,Full HD,1,0,1080,1920,Intel,Core i5,1.6,8,Hybrid,128,1024,AMD, Radeon 530,linux,2.8,47366
512,Lenovo,Notebook,24,Full HD,0,0,1080,1920,Intel,Core i5,2.3,8,SSD,256,0,Intel, HD Graphics 520,windows,2,71395
513,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,4,HDD,1024,0,Nvidia, GeForce 920MX,windows,2.2,42571
514,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,8,HDD,2048,0,Nvidia, GeForce 920MX ,N/A,2.2,24456
515,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,HDD,500,0,AMD, Radeon R5 M430,windows,2.3,31169
516,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.8,8,SSD,256,0,Intel, HD Graphics 620,windows,1.9,73367
517,Dell,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,128,1024,Nvidia, GeForce GTX 1070,windows,4.4,160520
518,Toshiba,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,HDD,500,0,Intel, HD Graphics 620,windows,2,45821
519,Asus,Notebook,15.6,4k Ultra HD,1,0,2160,3840,Intel,Core i7,2.7,8,Hybrid,256,1024,Nvidia, GeForce GTX 960M,windows,2,69211
520,Mediacom,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Celeron Quad,1.1,4,SSD,32,0,Intel, HD Graphics 500,windows,1.2,19660
521,Asus,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,Hybrid,128,1024,Nvidia, GeForce GTX 1060,windows,2.3,87859
522,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,SSD,256,0,Nvidia, GeForce 930MX,windows,1.9,72940
523,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,SSD,256,0,AMD, Radeon 530,windows,2.2,42486
524,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Pentium Quad,1.6,4,SSD,256,0,Intel, HD Graphics 405,windows,1.9,21258
525,HP,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,12,HDD,1024,0,Nvidia, GeForce GTX 1060,windows,2.6,95851
